state,district,year,quarter,transaction_count,transaction_amount,log_transaction_amount
Jammu & Kashmir,kulgam district,2024,4,3723606,4228933007.0,22.165215554214104
Jammu & Kashmir,budgam district,2024,4,5936961,7579350698.0,22.74869337316915
Jammu & Kashmir,anantnag district,2024,4,7615690,8756272825.0,22.89303617486989
Jammu & Kashmir,kupwara district,2024,4,7528706,8780729218.0,22.895825295700405
Jharkhand,ramgarh district,2018,1,97459,85844869.66475454,18.268052395878705
Jharkhand,ranchi district,2018,1,356622,434234048.4962647,19.889094231256628
Jharkhand,east singhbhum district,2018,1,220276,257229540.65490007,19.365479402421332
Jharkhand,jamtara district,2018,1,21925,37530176.98115201,17.440655913470117
Jharkhand,dumka district,2018,1,37867,33366389.64390042,17.323059683172545
Jharkhand,koderma district,2018,1,58922,76001334.68492848,18.146261472897862
Jharkhand,hazaribagh district,2018,1,150709,171297280.2361688,18.958911091809195
Jharkhand,simdega district,2018,1,6739,9328083.907140622,16.04854028992599
Jharkhand,garhwa district,2018,1,47858,105426064.77369875,18.47352046685288
Jharkhand,saraikela kharsawan district,2018,1,83449,74573902.81878725,18.127301189212968
Jharkhand,gumla district,2018,1,12079,15422722.31229529,16.551352519604176
Jharkhand,chatra district,2018,1,28364,48808252.9144469,17.703409994112352
Jharkhand,khunti district,2018,1,10377,12238451.413852565,16.3200933902779
Jharkhand,dhanbad district,2018,1,340878,271973005.2993548,19.421213377789012
Jharkhand,godda district,2018,1,36994,36033979.36832302,17.399972950347816
Jharkhand,deoghar district,2018,1,70058,91100585.73781538,18.327474802800175
Jharkhand,palamu district,2018,1,84608,128141542.2688809,18.668646017718054
Jharkhand,latehar district,2018,1,20416,35121829.70128228,17.3743334524023
Jharkhand,west singhbhum district,2018,1,34197,38008802.03968498,17.453328349800948
Jharkhand,pakur district,2018,1,17321,10639883.904580789,16.18012022458062
Jharkhand,lohardaga district,2018,1,15716,16349311.325518148,16.609696394821672
Jharkhand,sahebganj district,2018,1,30741,44038697.06983768,17.600579306934858
Jharkhand,giridih district,2018,1,131905,131409945.94483337,18.693832360882073
Jharkhand,bokaro district,2018,1,263441,210067688.75698972,19.16294036892003
Jharkhand,ramgarh district,2018,2,120655,173725383.96619216,18.97298636311381
Jharkhand,ranchi district,2018,2,501072,820976014.2247977,20.526004452891055
Jharkhand,east singhbhum district,2018,2,323829,467008622.29054534,19.96185828075294
Jharkhand,jamtara district,2018,2,33336,65954452.967897445,18.004474970372534
Jharkhand,dumka district,2018,2,52730,62513760.31002599,17.950897271430776
Jharkhand,koderma district,2018,2,78447,157457238.23045406,18.874664482418495
Jharkhand,hazaribagh district,2018,2,214298,371520189.2845477,19.733113768652146
Jharkhand,simdega district,2018,2,9842,19536971.86893055,16.787819272870887
Jharkhand,garhwa district,2018,2,80546,248149219.75080514,19.32954081975828
Jharkhand,saraikela kharsawan district,2018,2,117686,128312051.58743985,18.669975765839656
Jharkhand,gumla district,2018,2,18470,30300849.443379648,17.226686337523986
Jharkhand,chatra district,2018,2,42721,103935683.23963837,18.45928284503194
Jharkhand,khunti district,2018,2,14808,24028506.190518655,16.994751483041327
Jharkhand,dhanbad district,2018,2,520547,503649314.08955395,20.03739078045837
Jharkhand,godda district,2018,2,55790,94877071.5958207,18.368092638983704
Jharkhand,deoghar district,2018,2,96438,148363954.84218916,18.815178974035724
Jharkhand,palamu district,2018,2,131021,325976624.8230643,19.602336236831167
Jharkhand,latehar district,2018,2,31244,78012578.84608759,18.17238065172768
Jharkhand,west singhbhum district,2018,2,49609,69912382.99671319,18.062753358846713
Jharkhand,pakur district,2018,2,24613,32269216.251769222,17.289624307513606
Jharkhand,lohardaga district,2018,2,20959,31539375.169917487,17.266747360290164
Jharkhand,sahebganj district,2018,2,44517,97661893.23262924,18.397022012606993
Jharkhand,giridih district,2018,2,172783,267172044.8851918,19.4034033754607
Jharkhand,bokaro district,2018,2,396119,398722258.97476417,19.803775642181993
Jharkhand,ramgarh district,2018,3,264474,310366602.6469911,19.55326474914152
Jharkhand,ranchi district,2018,3,1040485,1373309866.0578432,21.040489624399946
Jharkhand,east singhbhum district,2018,3,716556,825516933.9712927,20.531520335918746
Jharkhand,jamtara district,2018,3,73849,76580887.24947754,18.15385810292079
Jharkhand,dumka district,2018,3,151655,133011457.10467342,18.705945833638186
Jharkhand,koderma district,2018,3,138942,249949409.4803542,19.33676909727078
Jharkhand,hazaribagh district,2018,3,542701,663718370.6947035,20.313368478454315
Jharkhand,simdega district,2018,3,13726,25648369.734839424,17.059990608454054
Jharkhand,garhwa district,2018,3,108433,336403685.7283772,19.633822445362043
Jharkhand,saraikela kharsawan district,2018,3,290800,265695487.6867497,19.39786143161243
Jharkhand,gumla district,2018,3,25772,42595638.74931184,17.567262452698603
Jharkhand,chatra district,2018,3,79849,174206860.24867332,18.975754008798027
Jharkhand,khunti district,2018,3,21153,44676454.34154199,17.614957194674854
Jharkhand,dhanbad district,2018,3,2064271,1383326534.6497746,21.04775696852072
Jharkhand,godda district,2018,3,74223,125755382.3951503,18.649849176327194
Jharkhand,deoghar district,2018,3,152113,198908051.87959886,19.108353230081537
Jharkhand,palamu district,2018,3,166304,405648506.51824975,19.8209975975634
Jharkhand,latehar district,2018,3,44859,121527383.17373994,18.615650179495695
Jharkhand,west singhbhum district,2018,3,79053,112805093.1913876,18.54117205727966
Jharkhand,pakur district,2018,3,40103,53635968.332766,17.79773047061564
Jharkhand,lohardaga district,2018,3,29529,51299901.60382438,17.75319941157827
Jharkhand,sahebganj district,2018,3,63020,126227082.25502507,18.653593090871137
Jharkhand,giridih district,2018,3,334079,457115389.3922781,19.9404464123748
Jharkhand,bokaro district,2018,3,1606672,1103642100.617909,20.821881548925433
Jharkhand,ramgarh district,2018,4,245189,412829670.89178383,19.838545649131223
Jharkhand,ranchi district,2018,4,997887,1817673935.7006779,21.32082346386617
Jharkhand,east singhbhum district,2018,4,616640,990453488.2225387,20.71367346613267
Jharkhand,jamtara district,2018,4,69899,88236099.31173173,18.29552673782291
Jharkhand,dumka district,2018,4,108716,130199956.43032046,18.684581960782626
Jharkhand,koderma district,2018,4,145018,347563723.9094753,19.666458587191336
Jharkhand,hazaribagh district,2018,4,454790,843013094.1120856,20.552493049786268
Jharkhand,simdega district,2018,4,19546,44876911.67864157,17.619434026229683
Jharkhand,garhwa district,2018,4,150200,498426272.61469066,20.02696623996841
Jharkhand,saraikela kharsawan district,2018,4,242853,296733243.1740029,19.508344125408325
Jharkhand,gumla district,2018,4,35436,74139877.45931,18.121464116345216
Jharkhand,chatra district,2018,4,99556,275373551.3442755,19.43363910603901
Jharkhand,khunti district,2018,4,27189,58660541.43013879,17.8872778684899
Jharkhand,dhanbad district,2018,4,1062585,1128043527.8329782,20.843750578668665
Jharkhand,godda district,2018,4,111530,195266208.56380132,19.089874362771052
Jharkhand,deoghar district,2018,4,152383,236116834.01685223,19.279837304117045
Jharkhand,palamu district,2018,4,234378,620094977.5658048,20.245383215506003
Jharkhand,latehar district,2018,4,69590,215459501.83440596,19.18828352796644
Jharkhand,west singhbhum district,2018,4,94778,161602065.21757331,18.900647489969362
Jharkhand,pakur district,2018,4,58677,76373283.19081725,18.151143509616997
Jharkhand,lohardaga district,2018,4,35604,81171963.13151148,18.21208047619637
Jharkhand,sahebganj district,2018,4,88654,175686520.1584292,18.984211835123105
Jharkhand,giridih district,2018,4,364032,575695972.035529,20.171090254720635
Jharkhand,bokaro district,2018,4,798913,898225421.2948879,20.615931621818895
Jharkhand,ramgarh district,2019,1,349693,489903880.8153255,20.00971977026658
Jharkhand,ranchi district,2019,1,1958897,3112736131.120337,21.85876796160105
Jharkhand,east singhbhum district,2019,1,909285,1244357275.145483,20.941884989503386
Jharkhand,jamtara district,2019,1,92090,106210459.76307851,18.480933162515207
Jharkhand,dumka district,2019,1,161100,170044993.11020815,18.951573631231803
Jharkhand,koderma district,2019,1,206484,382615731.9092488,19.762541735163268
Jharkhand,hazaribagh district,2019,1,658381,1096533636.5584443,20.815419802559564
Jharkhand,simdega district,2019,1,21230,49042353.79927784,17.708194866369215
Jharkhand,garhwa district,2019,1,189007,622547866.7237244,20.24933107928852
Jharkhand,saraikela kharsawan district,2019,1,395831,376316821.2155843,19.745941958831228
Jharkhand,gumla district,2019,1,44668,89190224.49664608,18.30628201191194
Jharkhand,chatra district,2019,1,139459,349699443.98078203,19.672584614902753
Jharkhand,khunti district,2019,1,36962,76762554.1396697,18.156227515934724
Jharkhand,dhanbad district,2019,1,1390250,1330543703.1307168,21.00885349574236
Jharkhand,godda district,2019,1,193681,262228609.84591857,19.38472724174638
Jharkhand,deoghar district,2019,1,204610,311986223.28785783,19.558469591875454
Jharkhand,palamu district,2019,1,336935,875063883.7575887,20.589807452808234
Jharkhand,latehar district,2019,1,105495,304872788.6697321,19.5354051645183
Jharkhand,west singhbhum district,2019,1,132348,203416567.0013063,19.130766493528427
Jharkhand,pakur district,2019,1,89881,101085742.56454855,18.43147966083819
Jharkhand,lohardaga district,2019,1,44688,101421187.79935181,18.434792589809994
Jharkhand,sahebganj district,2019,1,111302,229450483.51369292,19.251197810433712
Jharkhand,giridih district,2019,1,540524,695057378.0180323,20.359504959859375
Jharkhand,bokaro district,2019,1,1074907,1046148508.9114575,20.76838117139394
Jharkhand,ramgarh district,2019,2,331688,593592675.6244884,20.201703912518443
Jharkhand,ranchi district,2019,2,3147028,5924687357.225821,22.50239375603124
Jharkhand,east singhbhum district,2019,2,960100,1505995808.375913,21.132720183701327
Jharkhand,jamtara district,2019,2,62476,117513448.63148057,18.582063349946647
Jharkhand,dumka district,2019,2,120692,195596448.81764007,19.09156416518371
Jharkhand,koderma district,2019,2,194180,466014390.1260528,19.95972707385782
Jharkhand,hazaribagh district,2019,2,633673,1332857266.8961062,21.010590796563072
Jharkhand,simdega district,2019,2,27420,68451218.94833788,18.041631932013804
Jharkhand,garhwa district,2019,2,205986,744151237.499465,20.427754849692327
Jharkhand,saraikela kharsawan district,2019,2,328153,412040653.554274,19.83663257854824
Jharkhand,gumla district,2019,2,49344,105885709.66313219,18.477870869107974
Jharkhand,chatra district,2019,2,145939,427446541.16172373,19.873339790947075
Jharkhand,khunti district,2019,2,38486,92472196.04874589,18.34241858485571
Jharkhand,dhanbad district,2019,2,1279110,1614589568.7048624,21.202346624917244
Jharkhand,godda district,2019,2,143913,298191584.8881432,19.513246743559275
Jharkhand,deoghar district,2019,2,216404,385121235.7476239,19.769068743324436
Jharkhand,palamu district,2019,2,330327,1046448701.3271729,20.768668080327988
Jharkhand,latehar district,2019,2,104321,330417179.3593244,19.61586659692545
Jharkhand,west singhbhum district,2019,2,127553,243625440.90217423,19.311142529652535
Jharkhand,pakur district,2019,2,67895,110901285.51662283,18.524151052944227
Jharkhand,lohardaga district,2019,2,49909,114529140.20313537,18.556339856901147
Jharkhand,sahebganj district,2019,2,95569,250029522.62360385,19.33708956334833
Jharkhand,giridih district,2019,2,447860,872870570.3762811,20.58729784551174
Jharkhand,bokaro district,2019,2,1020185,1369272123.3242126,21.03754513948494
Jharkhand,ramgarh district,2019,3,466086,666327597.117374,20.31729199663202
Jharkhand,ranchi district,2019,3,3924885,6987035689.115903,22.66732222457809
Jharkhand,east singhbhum district,2019,3,1439445,1863746509.1365323,21.34585455154598
Jharkhand,jamtara district,2019,3,74851,142379562.4853839,18.774007031793076
Jharkhand,dumka district,2019,3,163465,254711658.17907476,19.355642715027138
Jharkhand,koderma district,2019,3,218889,472984198.32100344,19.97457254065723
Jharkhand,hazaribagh district,2019,3,917999,1501364416.6671975,21.129640143386613
Jharkhand,simdega district,2019,3,32543,71672793.4660503,18.087621797946
Jharkhand,garhwa district,2019,3,253092,766713453.1640826,20.457623696521868
Jharkhand,saraikela kharsawan district,2019,3,436371,499189494.0970435,20.0284963313226
Jharkhand,gumla district,2019,3,60628,120987411.12363127,18.611197066113203
Jharkhand,chatra district,2019,3,191618,462948245.07882226,19.95312582627533
Jharkhand,khunti district,2019,3,46902,96458968.46191373,18.38462828896845
Jharkhand,dhanbad district,2019,3,2290227,1900631592.4346042,21.36545208547748
Jharkhand,godda district,2019,3,156420,330294444.3316301,19.615495073179435
Jharkhand,deoghar district,2019,3,344455,555613175.4677337,20.13558288430791
Jharkhand,palamu district,2019,3,408718,1090919704.3977737,20.810286943836665
Jharkhand,latehar district,2019,3,144588,398425179.6788881,19.803030286192676
Jharkhand,west singhbhum district,2019,3,172682,269069817.53950894,19.410481452363246
Jharkhand,pakur district,2019,3,70296,127897219.12087816,18.666737531526927
Jharkhand,lohardaga district,2019,3,60724,122597923.83547777,18.624420655021975
Jharkhand,sahebganj district,2019,3,109215,274001393.08005285,19.428643752222804
Jharkhand,giridih district,2019,3,498118,876022719.9153262,20.590902585682258
Jharkhand,bokaro district,2019,3,1738430,1613980827.1432543,21.201969528249798
Jharkhand,ramgarh district,2019,4,606260,907240261.0972492,20.625917870571634
Jharkhand,ranchi district,2019,4,4962725,8766487755.261751,22.894202079222794
Jharkhand,east singhbhum district,2019,4,1743320,2454308540.295499,21.62111090528105
Jharkhand,jamtara district,2019,4,128678,181420052.0316623,19.01632563546534
Jharkhand,dumka district,2019,4,246083,333225930.0008347,19.624331289360978
Jharkhand,koderma district,2019,4,300610,620039096.2061743,20.245293094025172
Jharkhand,hazaribagh district,2019,4,1115893,1919987793.5106766,21.375584665940206
Jharkhand,simdega district,2019,4,50843,111985838.91556814,18.533882991941223
Jharkhand,garhwa district,2019,4,353292,1079121447.7061095,20.799413073613223
Jharkhand,saraikela kharsawan district,2019,4,542522,632386702.9813409,20.265011638381132
Jharkhand,gumla district,2019,4,88718,182271440.1914146,19.02100756907398
Jharkhand,chatra district,2019,4,266238,605474152.4401714,20.221522433737782
Jharkhand,khunti district,2019,4,63682,141760019.40566558,18.769646188766192
Jharkhand,dhanbad district,2019,4,2966376,2559078950.795422,21.662913246245015
Jharkhand,godda district,2019,4,223042,498672089.4866885,20.027459304415867
Jharkhand,deoghar district,2019,4,411994,652381524.6441478,20.296140110781288
Jharkhand,palamu district,2019,4,568241,1542916983.3263822,21.15694060740658
Jharkhand,latehar district,2019,4,178887,527968456.97653687,20.08454710120531
Jharkhand,west singhbhum district,2019,4,237879,373351248.94109875,19.738030223347433
Jharkhand,pakur district,2019,4,101976,169185786.96339715,18.946508006120382
Jharkhand,lohardaga district,2019,4,84315,178315463.61294547,18.999064812739892
Jharkhand,sahebganj district,2019,4,148678,378366809.0588422,19.75137468003415
Jharkhand,giridih district,2019,4,664950,1173756910.3354383,20.883475476721117
Jharkhand,bokaro district,2019,4,2193416,2158045122.491934,21.49246861343026
Jharkhand,ramgarh district,2020,1,695324,1086274774.7268305,20.80602004277797
Jharkhand,ranchi district,2020,1,5132983,10593904951.012724,23.08354466815883
Jharkhand,east singhbhum district,2020,1,1934537,3099559621.386287,21.85452588105167
Jharkhand,jamtara district,2020,1,110484,209697372.97611183,19.161175973028413
Jharkhand,dumka district,2020,1,224016,383229546.99452996,19.76414470963349
Jharkhand,koderma district,2020,1,365431,822439808.7029362,20.527785858233557
Jharkhand,hazaribagh district,2020,1,1199387,2376853316.738264,21.589043314433543
Jharkhand,simdega district,2020,1,64462,137272246.4613846,18.73747671965435
Jharkhand,garhwa district,2020,1,428582,1339489644.523571,21.015554516813477
Jharkhand,saraikela kharsawan district,2020,1,595845,742590781.671559,20.425655687391544
Jharkhand,gumla district,2020,1,111756,222110686.8773355,19.218686409621895
Jharkhand,chatra district,2020,1,313522,788916110.327395,20.486170550378514
Jharkhand,khunti district,2020,1,75552,152340107.1539104,18.8416261328595
Jharkhand,dhanbad district,2020,1,2193642,2650637205.6009936,21.698065903360924
Jharkhand,godda district,2020,1,249509,564748152.099283,20.15189044300918
